age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
58,5,1,3,0,-0.6164124180087314,1,0,2,-1.2884179500215982,8,2.9826203779841833,-0.8856866463353108,0.0,0.0,0,0
36,0,2,0,0,-0.9367283208543254,1,0,2,-1.2884179500215982,8,0.27081021067999733,-0.8856866463353108,0.0,0.0,0,0
58,6,1,2,0,-1.1682675315254851,1,0,2,-1.2884179500215982,8,1.0901539243307274,-0.8856866463353108,0.0,0.0,0,0
44,9,1,1,0,-0.7315821808296191,1,0,2,-1.2884179500215982,8,0.14754611216617067,-0.13972611064458876,0.0,0.0,0,0
55,9,0,1,0,-0.7315821808296191,0,0,2,-1.2884179500215982,8,-0.3237577939161077,-0.8856866463353108,0.0,0.0,0,0
29,4,2,2,0,-0.7315821808296191,1,0,2,-1.2884179500215982,8,1.1481605589254693,-0.8856866463353108,0.0,0.0,0,0
54,1,1,1,0,0.8172111921054445,1,0,2,-1.2884179500215982,8,0.4448301144642232,-0.8856866463353108,0.0,0.0,0,0
48,4,0,2,0,-1.0243053279993755,1,0,2,-1.2884179500215982,8,0.3505693332477675,-0.8856866463353108,0.0,0.0,0,0
32,4,1,2,0,-0.7315821808296191,1,0,2,-1.2884179500215982,8,-0.18599203675359557,-0.8856866463353108,0.0,0.0,0,0
24,9,2,1,0,-0.8551497388561966,1,1,2,-1.2884179500215982,8,-0.4325202337812489,-0.8856866463353108,0.0,0.0,0,0
38,2,2,2,0,-0.44005871868924695,0,1,2,-1.2884179500215982,8,-0.2222461833753093,-0.8856866463353108,0.0,0.0,0,0
38,4,2,2,0,-0.22291572837069815,1,0,2,-1.2884179500215982,8,-0.7298042360793013,-0.8856866463353108,0.0,0.0,0,0
47,1,1,3,0,-0.36447856183803934,1,0,2,-1.2884179500215982,8,-1.3896297045944912,-0.8856866463353108,0.0,0.0,0,0
40,1,2,3,0,-0.7027897401243971,1,0,2,-1.2884179500215982,8,-0.1424870608075391,-0.8856866463353108,0.0,0.0,0,0
32,0,1,2,0,-0.7315821808296191,1,0,2,-1.2884179500215982,8,-0.48327603905164807,-0.8856866463353108,0.0,0.0,0,0
57,1,1,0,0,-0.43286060851294145,1,0,2,-1.2884179500215982,8,-0.2947544766187367,-0.8856866463353108,0.0,0.0,0,0
33,7,1,1,0,0.21616899238393644,1,0,2,-1.2884179500215982,8,1.3511837800070663,-0.8856866463353108,0.0,0.0,0,0
49,1,1,3,0,-0.546830686304445,1,0,2,-1.2884179500215982,8,1.104655582979413,-0.8856866463353108,0.0,0.0,0,0
60,5,1,2,0,-0.6116136778911944,0,0,2,-1.2884179500215982,8,2.344547397442022,-0.8856866463353108,0.0,0.0,0,0
59,4,0,2,0,-0.6608007640959485,1,0,2,-1.2884179500215982,8,0.4955859197346224,-0.8856866463353108,0.0,0.0,0,0
55,9,1,1,0,0.7140382795783992,1,0,2,-1.2884179500215982,8,-0.3382594525647932,-0.13972611064458876,0.0,0.0,0,0
31,7,1,1,0,-0.7015900550950129,1,1,2,-1.2884179500215982,8,-0.23674784202399476,-0.8856866463353108,0.0,0.0,0,0
54,4,1,1,0,-0.3932710025432613,1,1,2,-1.2884179500215982,8,-0.36726276986216416,-0.8856866463353108,0.0,0.0,0,0
55,1,1,0,0,-0.7039894251537814,1,0,2,-1.2884179500215982,8,0.6261008475727918,-0.8856866463353108,0.0,0.0,0,0
43,9,1,1,0,1.5922077210876684,1,0,2,-1.2884179500215982,8,-0.17149037810491008,-0.8856866463353108,0.0,0.0,0,0
53,9,1,1,0,-0.27090312954606804,1,0,2,-1.2884179500215982,8,-0.2077445247266238,-0.8856866463353108,0.0,0.0,0,0
44,1,1,1,0,-0.033365493727987035,0,1,2,-1.2884179500215982,8,0.04603450162537225,-0.8856866463353108,0.0,0.0,0,0
55,7,0,1,0,-0.6224108431556525,0,0,2,-1.2884179500215982,8,1.046648948384671,-0.8856866463353108,0.0,0.0,0,0
49,7,0,1,0,-0.7315821808296191,1,1,2,-1.2884179500215982,8,0.48833509041027967,-0.8856866463353108,0.0,0.0,0,0
55,7,0,1,1,-0.7303824958002348,1,0,2,-1.2884179500215982,8,0.02428201365234402,-0.8856866463353108,0.0,0.0,0,0
45,0,2,1,0,-0.4844470647764641,1,0,2,-1.2884179500215982,8,-0.08448042621279715,-0.8856866463353108,0.0,0.0,0,0
47,7,0,1,0,-0.5348338360106025,0,0,2,-1.2884179500215982,8,0.053285330949715,-0.8856866463353108,0.0,0.0,0,0
42,9,2,1,0,0.0962004894455117,1,0,2,-1.2884179500215982,8,-1.3388738993240918,-0.8856866463353108,0.0,0.0,0,0
46,6,1,2,0,-0.5672253318039772,1,1,2,-1.2884179500215982,8,0.2998135279773683,-0.8856866463353108,0.0,0.0,0,0
51,1,1,0,0,-0.5240366707461442,1,0,2,-1.2884179500215982,8,2.351798226766365,-0.13972611064458876,0.0,0.0,0,0
46,4,0,1,0,-0.7123872203594711,1,1,2,-1.2884179500215982,8,-0.12073457283451086,-0.13972611064458876,0.0,0.0,0,0
57,5,1,1,0,-0.1485352565488748,1,0,2,-1.2884179500215982,8,-0.1787412074292528,-0.13972611064458876,0.0,0.0,0,0
42,4,2,1,0,-0.6715979293604067,0,0,2,-1.2884179500215982,8,-1.135850678242495,-0.8856866463353108,0.0,0.0,0,0
30,9,1,1,0,-0.5492300563632134,1,1,2,-1.2884179500215982,8,0.06053616027405774,-0.13972611064458876,0.0,0.0,0,0
60,0,1,1,0,-0.3836735223081873,1,0,2,-1.2884179500215982,8,2.743343010280873,-0.8856866463353108,0.0,0.0,0,0
60,1,1,3,0,-0.6667991892428697,1,0,2,-1.2884179500215982,8,0.11854279486879969,-0.8856866463353108,0.0,0.0,0,0
57,2,0,1,0,-0.7759705269168362,0,0,2,-1.2884179500215982,8,-0.22949701269965203,-0.8856866463353108,0.0,0.0,0,0
36,4,1,2,0,-0.6104139928618101,1,1,2,-1.2884179500215982,8,1.6049628063590622,-0.8856866463353108,0.0,0.0,0,0
55,1,1,1,0,-0.27210281457545227,0,0,2,-1.2884179500215982,8,0.5970975302754208,-0.8856866463353108,0.0,0.0,0,0
60,5,1,2,0,-0.634407693449495,1,0,2,-1.2884179500215982,8,-0.7515567240523296,-0.8856866463353108,0.0,0.0,0,0
39,9,1,1,0,-0.7315821808296191,1,0,2,-1.2884179500215982,8,-0.011972132969369702,-0.8856866463353108,0.0,0.0,0,0
46,4,1,2,0,-0.4568543091006264,1,0,2,-1.2884179500215982,8,-0.05547710891542617,-0.8856866463353108,0.0,0.0,0,0
44,1,1,1,0,-1.540169890634602,1,0,2,-1.2884179500215982,8,0.3795726505451385,-0.8856866463353108,0.0,0.0,0,0
53,1,1,0,0,-0.6236105281850368,0,0,2,-1.2884179500215982,8,-0.5847876495924466,-0.8856866463353108,0.0,0.0,0,0
52,1,1,0,0,-0.5780224970684354,1,0,2,-1.2884179500215982,8,0.17654942946354166,-0.8856866463353108,0.0,0.0,0,0
59,1,1,0,0,-0.5168385605698388,1,0,2,-1.2884179500215982,8,-1.085094872972096,0.6062344250461332,0.0,0.0,0,0
27,9,2,2,0,-0.7315821808296191,1,0,2,-1.2884179500215982,8,1.416441243926151,-0.8856866463353108,0.0,0.0,0,0
44,1,1,1,0,-0.6667991892428697,1,0,2,-1.2884179500215982,8,-0.05547710891542617,-0.8856866463353108,0.0,0.0,0,0
47,9,1,2,0,-0.5504297413925977,1,0,2,-1.2884179500215982,8,-0.10623291418582538,-0.8856866463353108,0.0,0.0,0,0
34,0,1,1,0,-0.65840139403718,0,1,2,-1.2884179500215982,8,-1.331623069999749,-0.8856866463353108,0.0,0.0,0,0
59,5,2,1,0,-0.6955916299480916,1,0,2,-1.2884179500215982,8,2.2430357869012236,-0.8856866463353108,0.0,0.0,0,0
29,7,0,1,0,-0.6943919449187074,1,0,2,-1.2884179500215982,8,-0.0772295968884544,-0.8856866463353108,0.0,0.0,0,0
46,9,0,1,0,-0.6368070635082635,0,0,2,-1.2884179500215982,8,-0.4397710631055916,-0.8856866463353108,0.0,0.0,0,0
56,6,1,0,0,-0.7723714718286835,1,1,2,-1.2884179500215982,8,0.053285330949715,-0.13972611064458876,0.0,0.0,0,0
36,1,1,0,0,-0.1941232876654762,1,0,2,-1.2884179500215982,8,0.589846700951078,-0.8856866463353108,0.0,0.0,0,0
59,5,0,0,0,-0.634407693449495,1,0,2,-1.2884179500215982,8,-0.7080517481062731,-0.8856866463353108,0.0,0.0,0,0
44,1,1,1,0,-0.5588275365982874,1,0,2,-1.2884179500215982,8,0.30706435730171106,-0.13972611064458876,0.0,0.0,0,0
41,0,1,1,0,-0.3104927355157482,1,0,2,-1.2884179500215982,8,2.2720391041985946,-0.8856866463353108,0.0,0.0,0,0
33,4,2,2,0,-0.8119610777983637,1,0,2,-1.2884179500215982,8,1.155411388249812,-0.8856866463353108,0.0,0.0,0,0
59,4,0,2,0,-0.41726470313094627,0,0,2,-1.2884179500215982,8,-0.1932428660779383,-0.8856866463353108,0.0,0.0,0,0
57,9,1,0,0,-0.7315821808296191,0,0,2,-1.2884179500215982,8,-0.7733092120253579,-0.8856866463353108,0.0,0.0,0,0
56,9,0,3,0,-0.6643998191841012,1,0,2,-1.2884179500215982,8,1.699223587575518,-0.8856866463353108,0.0,0.0,0,0
51,1,1,1,0,-0.7003903700656287,1,0,2,-1.2884179500215982,8,-0.91107496918787,-0.8856866463353108,0.0,0.0,0,0
34,0,1,3,0,-0.7279831257414664,1,0,2,-1.2884179500215982,8,-0.6137909668898175,0.6062344250461332,0.0,0.0,0,0
43,7,1,1,0,-0.6823950946248649,1,1,2,-1.2884179500215982,8,-0.5630351616194182,-0.13972611064458876,0.0,0.0,0,0
52,9,1,2,0,-0.7231843856239294,0,1,2,-1.2884179500215982,8,-0.21499535405096654,-0.8856866463353108,0.0,0.0,0,0
33,9,2,1,0,-0.6056152527442731,1,0,2,-1.2884179500215982,8,0.4158267971668522,-0.13972611064458876,0.0,0.0,0,0
29,0,2,1,0,0.24976017320669539,1,1,2,-1.2884179500215982,8,-1.0415898970260393,-0.8856866463353108,0.0,0.0,0,0
34,7,1,1,0,-0.750777141299767,1,1,2,-1.2884179500215982,8,-0.9183257985122127,-0.8856866463353108,0.0,0.0,0,0
31,1,1,1,0,-0.7315821808296191,1,0,2,-1.2884179500215982,8,-0.44702189242993434,-0.8856866463353108,0.0,0.0,0,0
55,7,1,1,0,2.238837951925778,1,0,2,-1.2884179500215982,8,2.714339692983502,-0.8856866463353108,0.0,0.0,0,1
32,0,2,1,0,-0.47125052945323737,1,0,2,-1.2884179500215982,8,1.0176456310872999,-0.8856866463353108,0.0,0.0,0,0
38,9,2,1,0,1.289887093682838,1,0,2,-1.2884179500215982,8,-0.1424870608075391,-0.8856866463353108,0.0,0.0,0,0
55,0,2,1,0,0.23056521273654743,1,1,2,-1.2884179500215982,8,-0.7588075533766724,-0.13972611064458876,0.0,0.0,0,0
28,10,2,2,0,-0.7315821808296191,1,0,2,-1.2884179500215982,8,-0.5775368202681037,-0.13972611064458876,0.0,0.0,0,0
23,1,1,1,0,-0.6188117880674998,1,0,2,-1.2884179500215982,8,-0.08448042621279715,-0.8856866463353108,0.0,0.0,0,0
32,9,2,1,0,-0.7315821808296191,1,0,2,-1.2884179500215982,8,-0.4977776977003336,-0.8856866463353108,0.0,0.0,0,0
43,7,2,3,0,-0.7315821808296191,0,0,2,-1.2884179500215982,8,-0.9545799451339264,-0.8856866463353108,0.0,0.0,0,0
32,1,1,1,0,-0.11134502063796313,1,0,2,-1.2884179500215982,8,2.344547397442022,-0.8856866463353108,0.0,0.0,0,0
46,1,1,1,0,-0.4136656480427935,1,0,2,-1.2884179500215982,8,2.4388081786584777,-0.8856866463353108,0.0,0.0,0,0
53,3,0,0,0,0.4045195419972633,1,0,2,-1.2884179500215982,8,-0.30200530594307945,-0.8856866463353108,0.0,0.0,0,0
34,6,2,1,0,-0.7279831257414664,1,0,2,-1.2884179500215982,8,0.6986091408162193,-0.8856866463353108,0.0,0.0,0,0
57,10,1,2,0,-0.6811954095954807,0,0,2,-1.2884179500215982,8,-1.1503523368911805,-0.8856866463353108,0.0,0.0,0,0
37,1,1,1,0,-0.6871938347424019,1,0,2,-1.2884179500215982,8,-0.004721303645026958,-0.8856866463353108,0.0,0.0,0,0
59,1,1,1,0,-0.663200134154717,1,0,2,-1.2884179500215982,8,-0.7733092120253579,-0.8856866463353108,0.0,0.0,0,0
33,7,1,1,0,-0.7051891101831657,1,0,2,-1.2884179500215982,8,-0.969081603782612,-0.8856866463353108,0.0,0.0,0,0
56,1,0,0,0,-0.7219847005945451,1,0,2,-1.2884179500215982,8,-0.34551028188913596,-0.13972611064458876,0.0,0.0,0,0
48,10,1,1,0,-0.3800744672200346,1,0,2,-1.2884179500215982,8,0.27806104000434007,-0.8856866463353108,0.0,0.0,0,0
43,7,1,0,0,-0.7279831257414664,1,0,2,-1.2884179500215982,8,-0.13523623148319636,-0.13972611064458876,0.0,0.0,0,0
54,1,1,0,0,-0.31409179060390097,1,0,2,-1.2884179500215982,8,2.714339692983502,-0.13972611064458876,0.0,0.0,0,0
51,1,1,3,0,-0.7543761963879198,1,0,2,-1.2884179500215982,8,-0.30200530594307945,-0.13972611064458876,0.0,0.0,0,0
26,8,2,1,0,-0.7315821808296191,1,0,2,-1.2884179500215982,8,2.939115402038127,-0.13972611064458876,0.0,0.0,0,0
39,4,1,1,0,-0.7099878503007027,1,0,2,-1.2884179500215982,8,-0.8675699932418135,-0.8856866463353108,0.0,0.0,0,0
50,9,1,0,0,-0.5648259617452087,0,0,2,-1.2884179500215982,8,-0.6572959428358739,-0.13972611064458876,0.0,0.0,0,0
41,7,1,1,0,-0.7315821808296191,1,0,2,-1.2884179500215982,8,-0.6572959428358739,-0.13972611064458876,0.0,0.0,0,0
51,1,1,3,0,1.527424729500919,1,0,2,-1.2884179500215982,8,-1.0705932143234105,-0.8856866463353108,0.0,0.0,0,0
60,5,0,1,0,-0.47245021448262164,1,0,2,-1.2884179500215982,8,0.24180689338262634,-0.8856866463353108,0.0,0.0,0,0
52,1,1,1,0,0.20657151214886246,1,0,2,-1.2884179500215982,8,-0.8095633586470716,0.6062344250461332,0.0,0.0,0,0
48,1,1,1,0,0.35293308573374066,1,0,2,-1.2884179500215982,8,-0.5557843322950755,-0.13972611064458876,0.0,0.0,0,0
48,7,1,3,0,1.3138807942705228,1,0,2,-1.2884179500215982,8,-0.7080517481062731,-0.8856866463353108,0.0,0.0,0,0
39,9,2,2,0,-0.6751969844485595,1,0,2,-1.2884179500215982,8,-0.17149037810491008,-0.8856866463353108,0.0,0.0,0,0
47,7,2,1,0,-0.5204376156579915,1,0,2,-1.2884179500215982,8,0.7131107994649047,-0.13972611064458876,0.0,0.0,0,0
40,1,1,1,0,0.7380319801660841,1,0,2,-1.2884179500215982,8,2.5620722771723043,2.098155496427577,0.0,0.0,0,0
45,9,1,1,0,-0.6284092683025738,1,0,2,-1.2884179500215982,8,0.47383343176159415,-0.8856866463353108,0.0,0.0,0,0
26,0,2,1,0,-0.6332080084201108,1,0,2,-1.2884179500215982,8,0.1692986001391989,-0.8856866463353108,0.0,0.0,0,0
52,4,1,2,0,-0.40646753786648804,1,0,2,-1.2884179500215982,8,-0.7660583827010151,-0.8856866463353108,0.0,0.0,0,0
54,9,1,1,0,0.921583789661874,1,0,2,-1.2884179500215982,8,0.25630855203131186,-0.8856866463353108,0.0,0.0,0,0
50,1,1,0,0,-0.7315821808296191,0,0,2,-1.2884179500215982,8,0.20555274676091262,0.6062344250461332,0.0,0.0,0,0
44,7,1,1,0,0.8963904040448047,1,1,2,-1.2884179500215982,8,0.32881684527473926,-0.8856866463353108,0.0,0.0,0,0
53,2,1,3,0,-0.7087881652713184,1,0,2,-1.2884179500215982,8,0.3433185039234248,-0.8856866463353108,0.0,0.0,0,0
35,5,2,0,0,-0.21091887807685566,0,0,2,-1.2884179500215982,8,-0.48327603905164807,-0.8856866463353108,0.0,0.0,0,0
60,0,0,1,0,-0.6212111581262684,1,0,2,-1.2884179500215982,8,-0.54128267364639,-0.8856866463353108,0.0,0.0,0,0
53,0,0,1,0,0.6492552879916498,1,0,2,-1.2884179500215982,8,1.503451195818264,-0.8856866463353108,0.0,0.0,0,0
48,10,1,1,0,-0.6823950946248649,1,0,2,-1.2884179500215982,8,-0.18599203675359557,-0.13972611064458876,0.0,0.0,0,0
34,9,1,1,0,-0.6703982443310225,1,0,2,-1.2884179500215982,8,-1.3461247286484346,-0.13972611064458876,0.0,0.0,0,0
54,7,1,1,0,-0.47484958454139015,1,0,2,-1.2884179500215982,8,1.83698934473803,-0.13972611064458876,0.0,0.0,0,0
31,7,1,2,0,-0.6871938347424019,1,0,2,-1.2884179500215982,8,0.7856190927083322,-0.8856866463353108,0.0,0.0,0,0
38,9,1,1,0,-0.42806186839540444,1,0,2,-1.2884179500215982,8,1.5324545131156349,-0.8856866463353108,0.0,0.0,0,0
36,0,1,2,0,-0.47844863962954287,1,0,2,-1.2884179500215982,8,-0.42526940445690614,-0.13972611064458876,0.0,0.0,0,0
58,5,1,0,0,-0.4496561989243209,1,0,2,-1.2884179500215982,8,-0.2730019886457085,-0.8856866463353108,0.0,0.0,0,0
34,1,2,1,0,-0.667998874272254,1,1,2,-1.2884179500215982,8,1.0248964604116428,-0.8856866463353108,0.0,0.0,0,0
31,4,2,2,0,-0.7315821808296191,1,0,2,-1.2884179500215982,8,2.5910755944696753,-0.8856866463353108,0.0,0.0,0,0
51,5,1,1,0,1.8201478766706753,1,0,2,-1.2884179500215982,8,-0.23674784202399476,-0.8856866463353108,0.0,0.0,0,0
33,4,1,2,0,-0.2793009247517578,1,0,2,-1.2884179500215982,8,0.08953947757142872,-0.8856866463353108,0.0,0.0,0,0
55,4,1,2,0,-0.644005173684569,1,0,2,-1.2884179500215982,8,-0.45427272175427713,-0.13972611064458876,0.0,0.0,0,0
42,0,1,1,0,-0.19772234275362896,1,0,2,-1.2884179500215982,8,-0.9980849210799829,-0.8856866463353108,0.0,0.0,0,0
34,1,1,1,0,-0.44005871868924695,1,0,2,-1.2884179500215982,8,0.6261008475727918,-0.8856866463353108,0.0,0.0,0,0
33,1,2,1,0,-0.3632788768086551,1,0,2,-1.2884179500215982,8,0.7566157754109611,-0.13972611064458876,0.0,0.0,0,0
38,7,1,1,0,-0.5456310012750607,1,0,2,-1.2884179500215982,8,0.3143151866260538,-0.8856866463353108,0.0,0.0,0,0
50,9,0,2,0,-0.5240366707461442,0,1,2,-1.2884179500215982,8,-0.7733092120253579,-0.8856866463353108,0.0,0.0,0,0
43,4,1,2,0,-0.2517081690759201,1,0,2,-1.2884179500215982,8,0.37232182122079577,-0.8856866463353108,0.0,0.0,0,0
61,1,0,0,0,0.9815680411310864,1,0,2,-1.2884179500215982,8,-0.8893224812148418,-0.13972611064458876,0.0,0.0,0,0
47,0,1,1,0,-0.46885115939446886,1,0,2,-1.2884179500215982,8,2.6998380343348165,-0.8856866463353108,0.0,0.0,0,0
48,6,1,2,0,-0.7231843856239294,1,0,2,-1.2884179500215982,8,0.589846700951078,-0.8856866463353108,0.0,0.0,0,0
44,1,1,1,0,-0.04176328893367677,1,0,2,-1.2884179500215982,8,1.974755101900542,-0.8856866463353108,0.0,0.0,0,0
35,8,2,3,0,-0.37407604207311335,1,0,2,-1.2884179500215982,8,2.94636623136247,-0.13972611064458876,0.0,0.0,0,0
35,7,1,1,0,-0.7315821808296191,1,0,2,-1.2884179500215982,8,1.9312501259544856,-0.8856866463353108,0.0,0.0,0,0
41,4,1,2,0,-0.5204376156579915,1,1,2,-1.2884179500215982,8,-1.1793556541885515,-0.8856866463353108,0.0,0.0,0,0
41,4,1,2,0,-0.11134502063796313,1,0,2,-1.2884179500215982,8,0.33606767459908204,-0.8856866463353108,0.0,0.0,0,0
39,7,2,3,0,-0.4232631282778675,1,0,2,-1.2884179500215982,8,1.474447878520893,-0.8856866463353108,0.0,0.0,0,0
42,5,1,1,0,-0.6643998191841012,1,0,2,-1.2884179500215982,8,0.07503781892274324,-0.8856866463353108,0.0,0.0,0,0
38,1,1,1,0,-1.1994593422894757,1,0,2,-1.2884179500215982,8,0.5970975302754208,-0.8856866463353108,0.0,0.0,0,0
53,5,1,1,0,-0.3356861211328174,1,0,2,-1.2884179500215982,8,0.08228864824708597,-0.13972611064458876,0.0,0.0,0,0
59,3,0,0,0,-0.49764360009969083,0,0,2,-1.2884179500215982,8,1.1699130468984977,-0.13972611064458876,0.0,0.0,0,0
36,7,1,1,0,-0.37047698698496057,1,0,2,-1.2884179500215982,8,0.038783672301029505,-0.8856866463353108,0.0,0.0,0,0
54,1,1,0,0,-0.7807692670343732,1,0,2,-1.2884179500215982,8,0.6043483595997635,-0.8856866463353108,0.0,0.0,0,0
40,9,1,2,0,-0.15213431163702754,1,0,2,-1.2884179500215982,8,-0.2657511593213657,-0.8856866463353108,0.0,0.0,0,0
47,11,1,3,0,-0.6979910000068602,0,0,2,-1.2884179500215982,8,0.9668898258169007,-0.13972611064458876,0.0,0.0,0,0
53,10,1,3,0,-0.7159862754476238,0,0,2,-1.2884179500215982,8,1.4889495371695785,0.6062344250461332,0.0,0.0,0,0
46,3,1,0,0,0.42611387252617977,0,0,2,-1.2884179500215982,8,-0.20049369540228104,-0.8856866463353108,0.0,0.0,0,0
39,4,1,2,0,-0.27810123972237355,1,1,2,-1.2884179500215982,8,-0.5630351616194182,-0.13972611064458876,0.0,0.0,0,0
40,10,1,1,0,-0.46885115939446886,1,0,2,-1.2884179500215982,8,1.104655582979413,-0.8856866463353108,0.0,0.0,0,0
28,1,1,0,0,-0.3428842313091229,1,0,2,-1.2884179500215982,8,-0.21499535405096654,-0.8856866463353108,0.0,0.0,0,0
35,2,0,1,0,-0.8143604478571321,1,0,2,-1.2884179500215982,8,0.6913583114918765,-0.8856866463353108,0.0,0.0,0,0
55,5,1,1,0,-0.7315821808296191,0,1,2,-1.2884179500215982,8,-0.4977776977003336,-0.8856866463353108,0.0,0.0,0,0
